--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| title                                                                                                                                                                                                                                                                                                                                                                | count |
| "Paleobiogeography, high-resolution stratigraphy, and the future of Paleozoic biostratigraphy: Fine-scale diachroneity of the Wenlock (Silurian) conodont Kockelella walliseri"                                                                                                                                                                                      | 7     |
| "Stepwise and large-magnitude negative shift in d^1^3Ccarb preceded the main marine mass extinction of the Permian-Triassic crisis interval"                                                                                                                                                                                                                         | 7     |
| "Complete ^1H and ^1^3C NMR assignments and antifungal activity of two 8-hydroxy flavonoids in mixture"                                                                                                                                                                                                                                                              | 6     |
| "Diagenesis of fossil ostracods: Implications for stable isotope based palaeoenvironmental reconstruction"                                                                                                                                                                                                                                                           | 7     |
| "Early and Middle Triassic trends in diversity, evenness, and size of foraminifers on a carbonate platform in south China: implications for tempo and mode of biotic recovery from the end-Permian mass extinction"                                                                                                                                                  | 7     |
| "Integrated chronostratigraphy of an intra-arc basin: ^4^0Ar/^3^9Ar datings, micropalaeontology and magnetostratigraphy of the early Miocene Castelsardo basin (northern Sardinia, Italy)"                                                                                                                                                                           | 10    |
| "Evaluation of the botanical origin of commercial dry bee pollen load batches using pollen analysis: a proposal for technical standardization"                                                                                                                                                                                                                       | 7     |
| "1,4- Addition of diazomethane to a heterodiene: a direct preparation of the oxazolic ring"                                                                                                                                                                                                                                                                          | 10    |
| "Miocene intertidal zonation on a volcanically active shoreline: Porto Santo in the Madeira Archipelago, Portugal"                                                                                                                                                                                                                                                   | 6     |
| "Genesis and composition of the Pleistocene Coralligene de plateau of the Cutro Terrace (Calabria, southern Italy). (With 20 figures)"                                                                                                                                                                                                                               | 6     |
| "The density of females of Palmistichus elaeisis Delvare and LaSalle (Hymenoptera: Eulophidae) affects their reproductive performance on pupae of Bombyx mori L. (Lepidoptera: Bombycidae)"                                                                                                                                                                          | 6     |
| "Late Holocene climatic variability reconstructed from incremental data from pines and pearl mussels - a multi-proxy comparison of air and subsurface temperatures"                                                                                                                                                                                                  | 8     |
| "Reconstruction virtuelle d'un modele de membres inferieurs de Neandertalien avec une estimation des moments musculaires des muscles ischiojambiers"                                                                                                                                                                                                                 | 7     |
| "A New Vetulicoliid from Lower Cambrian, Kunming, Yunnan"                                                                                                                                                                                                                                                                                                            | 6     |
| "Intense storm activity during the Little Ice Age on the French Mediterranean coast"                                                                                                                                                                                                                                                                                 | 9     |
| "Late Quaternary paleoenvironmental records from the western Lena Delta, Arctic Siberia"                                                                                                                                                                                                                                                                             | 10    |
| "Depositional environment and biofacies characterisation of the Triassic (Carnian to Rhaetian) carbonate succession of Punta Bassano (Marettimo Island, Sicily)"                                                                                                                                                                                                     | 6     |
| "A multi-technique approach by XRD, XRF, FT-IR to characterize the diagenesis of dinosaur bones from Spain"                                                                                                                                                                                                                                                          | 7     |
| "Ecological and evolutionary response of Tethyan planktonic foraminifera to the middle Eocene climatic optimum (MECO) from the Alano section (NE Italy)"                                                                                                                                                                                                             | 7     |
| "Synthesis and Characterization of Lanthanide R-(+)- and S-(+)-α-Methoxy-α-(Trifluoromethyl) Phenylacetates (MTPA)"                                                                                                                                                                                                                                                  | 6     |
| "Diet influence on egg production of the copepod Acartia tonsa (Dana, 1896"                                                                                                                                                                                                                                                                                          | 6     |
| "Quantitative reconstruction of the Late Miocene monsoon climates of southwest China: A case study of the Lincang flora from Yunnan Province"                                                                                                                                                                                                                        | 8     |
| "Soil Genesis and Development, Lesson 4: Soil Profile Development"                                                                                                                                                                                                                                                                                                   | 7     |
| "Molecular records of microbialites following the end-Permian mass extinction in Chongyang, Hubei Province, South China"                                                                                                                                                                                                                                             | 8     |
| "Soil Genesis and Development, Lesson 3: Soil Forming Factors"                                                                                                                                                                                                                                                                                                       | 7     |
| "Palaeoenvironmental changes in the Padul Basin (Granada, Spain) over the last 1Ma based on the biomarker content"                                                                                                                                                                                                                                                   | 9     |
| "Comparison of carbonate C and O stable isotope records across the Jurassic/Cretaceous boundary in the Tethyan and Boreal Realms"                                                                                                                                                                                                                                    | 9     |
| "Quartz-filled extensional veins in the basement of Vorderer Bayerischer Wald. (Mit 5 Abbildungen und 1 Tabelle)"                                                                                                                                                                                                                                                    | 6     |
| "Cloning, expression, and analysis of the group 2 allergen from Dermatophagoides farinae from China"                                                                                                                                                                                                                                                                 | 6     |
| "Imagerie par rayonnement X synchrotron d'inclusions dans l'ambre"                                                                                                                                                                                                                                                                                                   | 10    |
| "Unionoid bivalves from the Miocene Berzdorf Basin (eastern Germany): taxonomic remarks and implications for palaeoecology and palaeoclimatology. (With 5 figures)"                                                                                                                                                                                                  | 6     |
| "Bird and Mammal Footprints From the Tertiary of Navarre (Western Pyrenees)"                                                                                                                                                                                                                                                                                         | 7     |
| "Sequence stratigraphy of the ANDRILL AND-2A drillcore, Antarctica: A long-term, ice-proximal record of Early to Mid-Miocene climate, sea-level and glacial dynamism"                                                                                                                                                                                                | 10    |
| "Origin of stratified basal ice in outlet glaciers of Vatnajokull and Oraefajokull, Iceland"                                                                                                                                                                                                                                                                         | 6     |
| "Extension Education for Dryland Cropping Systems in Iraq"                                                                                                                                                                                                                                                                                                           | 6     |
| "Pleistocene environments and human presence in the middle Atbara valley (Khashm El Girba, Eastern Sudan)"                                                                                                                                                                                                                                                           | 10    |
| "iso-Kaurenoic acid from Wedelia paludosa D.C"                                                                                                                                                                                                                                                                                                                       | 6     |
| "A new troodontid theropod from the Late Cretaceous of central China, and the radiation of Asian troodontids"                                                                                                                                                                                                                                                        | 6     |
| "Crocodylomorph eggs and eggshells from the Adamantina Formation (Bauru Group), Upper Cretaceous of Brazil"                                                                                                                                                                                                                                                          | 6     |
| "Phytolith evidence for rice cultivation and spread in Mid-Late Neolithic archaeological sites in central North China"                                                                                                                                                                                                                                               | 8     |
| "Coupling of palaeoceanographic shifts and changes in marine reservoir ages off North Iceland through the last millennium"                                                                                                                                                                                                                                           | 9     |
| "Attributes of the wood-boring trace fossil Asthenopodichnium in the Late Cretaceous Wahweap Formation, Utah, USA"                                                                                                                                                                                                                                                   | 9     |
| "Oxygen and carbon isotope compositions of middle Cretaceous vertebrates from North Africa and Brazil: Ecological and environmental significance"                                                                                                                                                                                                                    | 10    |
| "Millennial-scale vegetation dynamics in an estuary at the onset of the Miocene Climate Optimum"                                                                                                                                                                                                                                                                     | 7     |
| "Botanical aspects of Heteropterys umbellata (Malpighiaceae): a cytological and palynological approach"                                                                                                                                                                                                                                                              | 6     |
| "Composition and structure of microbialite ecosystems following the end-Permian mass extinction in South China"                                                                                                                                                                                                                                                      | 6     |
| "Geochemical characteristics of the eolian deposits in southern China, and their implications for provenance and weathering intensity"                                                                                                                                                                                                                               | 6     |
| "Biogeochemical indicators of environmental changes from 50Ka to 10Ka in a humid region of the Brazilian Amazon"                                                                                                                                                                                                                                                     | 10    |
| "Anti-inflammatory, antinociceptive, and antipyretic effects of methanol extract of Cariniana rubra stem bark in animal models"                                                                                                                                                                                                                                      | 9     |
| "A rare onychophoran-like lobopodian from the Lower Cambrian Chengjiang Lagerstatte, southwestern China, and its phylogenetic implications"                                                                                                                                                                                                                          | 7     |
| "Process length variation in cysts of the dinoflagellate Protoceratium reticulatum, from surface sediments of the Baltic-Kattegat-Skagerrak estuarine system: a regional salinity proxy"                                                                                                                                                                             | 7     |
| "The Guadalupian-Lopingian boundary (Permian) in a pelagic sequence from Panthalassa recognized by integrated conodont and radiolarian biostratigraphy"                                                                                                                                                                                                              | 6     |
| "A multi-proxy sediment record of late Holocene and recent climate change from a lake near Ny-lesund, Svalbard"                                                                                                                                                                                                                                                      | 6     |
| "Reply to the comment on ''Orbitally forced climate and sea-level changes in the Paleoceanic Tethyan domain (marl-limestone alternations, Lower Kimmeridgian, SE France)'' by S. Boulila, M. de Rafelis, L. A. Hinnov, S. Gardin, B. Galbrun, P.-Y. Collin [Palaeogeography Palaeoclimatology Palaeoecology 292 (2010) 57-70]"                                       | 6     |
| "Water extracts of Brazilian leguminous seeds as rich sources of larvicidal compounds against Aedes aegypti L"                                                                                                                                                                                                                                                       | 8     |
| "Coralline algal growth-increment widths archive North Atlantic climate variability"                                                                                                                                                                                                                                                                                 | 8     |
| "MIS 21 and the Mid-Pleistocene climate transition: Climate and sea-level variation from a sediment core in Osaka Bay, Japan"                                                                                                                                                                                                                                        | 6     |
| "The lithostratigraphy of the Les Echets basin, France: tentative correlation between cores"                                                                                                                                                                                                                                                                         | 11    |
| "Taxonomic implications of the residual colour patterns of ampullinid gastropods and their contribution to the discrimination from naticids"                                                                                                                                                                                                                         | 6     |
| "Reply to the comment on ''Environmental impact of the 73ka Toba super-eruption in South Asia'' by M. A. J. Williams, S. H. Ambrose, S. van der Kaars, C. Ruehlemann, U. Chattopadhyaya, J. Pal, P. R. Chauhan [Palaeogeography, Palaeoclimatology, Palaeoecology 284 (2009) 295-314]"                                                                               | 7     |
| "A new basal ornithopod dinosaur from the Upper Cretaceous of South Korea. (With 18 figures and 2 tables)"                                                                                                                                                                                                                                                           | 10    |
| "Quantifying Uncertainty in Model Predictions for the Pliocene (Plio-QUMP): Initial results"                                                                                                                                                                                                                                                                         | 8     |
| "Palaeosol stratigraphy across the Permian-Triassic boundary, Bogda Mountains, NW China: Implications for palaeoenvironmental transition through earth's largest mass extinction"                                                                                                                                                                                    | 6     |
| "The Late Ordovician glacio-eustatic record from a high-latitude storm-dominated shelf succession: The Bou Ingarf section (Anti-Atlas, Southern Morocco)"                                                                                                                                                                                                            | 10    |
| "Pollen record of the past 60ka BP in the Middle Okinawa Trough: Terrestrial provenance and reconstruction of the paleoenvironment"                                                                                                                                                                                                                                  | 7     |
| "Moncucco Torinese, a new post-evaporitic Messinian fossiliferous site from Piedmont (NW Italy). (With 6 figures)"                                                                                                                                                                                                                                                   | 20    |
| "A medium-sized ornithopod (Dinosauria: Ornithischia) from the Upper Cretaceous Bajo Barreal Formation of Lago Colhue Huapi, southern Chubut Province, Argentina"                                                                                                                                                                                                    | 6     |
| "Mid-Holocene coral community data as baselines for understanding contemporary reef ecological states"                                                                                                                                                                                                                                                               | 6     |
| "High-resolution analysis of trace elements in crustose coralline algae from the North Atlantic and North Pacific by laser ablation ICP-MS"                                                                                                                                                                                                                          | 10    |
| "Trace Fossils of the Upper Triassic Bayanharshan Group in the Qumarleb-Zhidoi Area, Southern Qinghai"                                                                                                                                                                                                                                                               | 7     |
| "Uranium isotopes as proxies of the environmental history of the Lake Baikal watershed (East Siberia) during the past 150ka"                                                                                                                                                                                                                                         | 8     |
| "Paper II - Dirt, dates and DNA: OSL and radiocarbon chronologies of perennially frozen sediments in Siberia, and their implications for sedimentary ancient DNA studies"                                                                                                                                                                                            | 10    |
| "Fossil evidence for low gas exchange capacities for Early Cretaceous angiosperm leaves"                                                                                                                                                                                                                                                                             | 7     |
| "Exceptionally preserved tadpoles from the Miocene of Libros, Spain: ecomorphological reconstruction and the impact of ontogeny upon taphonomy"                                                                                                                                                                                                                      | 6     |
| "Nouvelles donnees et provenance de blocs d'obsidienne de contextes Neolithique moyen de Corse"                                                                                                                                                                                                                                                                      | 8     |
| "High Geologic Slip Rates since Early Pleistocene Initiation of the San Jacinto and San Felipe Fault Zones in the San Andreas Fault System: Southern California, USA"                                                                                                                                                                                                | 10    |
| "A volcanically induced climate warming and floral change preceded the onset of OAE1a (Early Cretaceous)"                                                                                                                                                                                                                                                            | 6     |
| "Timing of the last deglaciation in Belarus"                                                                                                                                                                                                                                                                                                                         | 6     |
| "Eocene mammals from the Akasaki and Nakakoshiki formations, western Kyushu, Japan: preliminary work and correlation with Asian Land Mammal Ages"                                                                                                                                                                                                                    | 6     |
| "The Holocene vertebrate fauna from Guenfouda site, Eastern Morocco"                                                                                                                                                                                                                                                                                                 | 9     |
| "Constraint and adaptation in the evolution of carnivoran skull shape"                                                                                                                                                                                                                                                                                               | 6     |
| "Comparison of stable isotope time series of stalagmite and meteorological data from West Java, Indonesia"                                                                                                                                                                                                                                                           | 10    |
| "Scientific drilling in the Great Rift Valley: The 2005 Lake Malawi Scientific Drilling Project - An overview of the past 145,000years of climate variability in Southern Hemisphere East Africa"                                                                                                                                                                    | 6     |
| "Oceanographic conditions as a trigger for the formation of an Early Miocene (Aquitanian) Konservat-Lagerstatte in the Central Paratethys Sea"                                                                                                                                                                                                                       | 7     |
| "Quantitative comparisons and models of time-averaging in bivalve and brachiopod shell accumulations"                                                                                                                                                                                                                                                                | 7     |
| "Chironomids as indicators of the Holocene climatic and environmental history of two lakes in Northeast Greenland"                                                                                                                                                                                                                                                   | 6     |
| "Palaeoenvironmental and palaeoclimatic reconstruction of the Latest Pleistocene of El Portalon Site, Sierra de Atapuerca, northwestern Spain"                                                                                                                                                                                                                       | 10    |
| "Palaeoenvironmental evolution of Lake Gacko (Southern Bosnia and Herzegovina): Impact of the Middle Miocene Climatic Optimum on the Dinaride Lake System"                                                                                                                                                                                                           | 6     |
| "Planktic foraminifers as recorders of seawater Ba/Ca"                                                                                                                                                                                                                                                                                                               | 8     |
| "Les plus anciennes traces d'activites anthropiques de Madagascar sur des ossements d'hippopotames subfossiles d'Anjohibe (Province de Mahajanga)"                                                                                                                                                                                                                   | 7     |
| "Grading Scheme for Veterinary Student Performance in Pass-Fail Didactic Surgery"                                                                                                                                                                                                                                                                                    | 7     |
| "Nouveaux felins a canines en lame de sabre dans le Miocene superieur de Toros Menalla (Tchad)"                                                                                                                                                                                                                                                                      | 6     |
| "Carbon-isotope variability of Triassic amber, as compared with wood and leaves (Southern Alps, Italy)"                                                                                                                                                                                                                                                              | 6     |
| "Etude des Homo erectus de Yunxian et de Nankin en Chine. Apport de l'imagerie 3D"                                                                                                                                                                                                                                                                                   | 9     |
| "A new basal Neopterygian from the Middle Triassic of Luoping County (South China), with 1 pl"                                                                                                                                                                                                                                                                       | 6     |
| "The Miocene/Pliocene boundary in the Mediterranean area: New insights from a high-resolution micropalaeontological and cyclostratigraphical study (Cava Serredi section, Central Italy)"                                                                                                                                                                            | 8     |
| "First occurrence of a Middle Triassic tetrapod ichnofauna from the Argana Basin (Western High Atlas, Morocco)"                                                                                                                                                                                                                                                      | 8     |
| "Reply to the comment on ''Sea-level control on facies architecture in the Cenomanian-Coniacian Apulian margin (Western Tethys): A record of glacio-eustatic fluctuations during the Cretaceous greenhouse?'' by S. Galeotti, G. Rusciadelli, M. Sprovieri, L. Lanci, A. Gaudio and S. Pekar [Palaeogeography, Palaeoclimatology, Palaeoecology 276 (2009) 196-205]" | 6     |
| "Multivariate stasis in the dental morphology of the Paleocene-Eocene condylarth Ectocion"                                                                                                                                                                                                                                                                           | 6     |
| "New mixosaurid ichthyosaur specimen from the Middle Triassic of SW China: further evidence for the diapsid origin of ichthyosaurs"                                                                                                                                                                                                                                  | 6     |
| "Paragenetic relationships of clintonite and spinel in Central Iran skarns as evidence of the formation of clintonite. (With 9 figures and 7 tables)"                                                                                                                                                                                                                | 6     |
| "Carbonate and organic matter sedimentation and isotopic signatures in Lake Chungara, Chilean Altiplano, during the last 12.3kyr"                                                                                                                                                                                                                                    | 10    |
| "First record of repaired durophagous shell damages in Early Cambrian lingulate brachiopods with preserved pedicles"                                                                                                                                                                                                                                                 | 6     |
| "Environmental and vegetational changes recorded in sedimentary leaf wax n-alkanes across the Cretaceous-Paleogene boundary at Loma Capiro, Central Cuba"                                                                                                                                                                                                            | 10    |
| "Sea surface temperatures of the mid-Piacenzian Warm Period: A comparison of PRISM3 and HadCM3"                                                                                                                                                                                                                                                                      | 8     |
| "A new species of Protamphisopus Nicholis (Crustacea, Isopoda, Phreatoicidea) from Middle Triassic Luoping fauna of Yunnan Province, China"                                                                                                                                                                                                                          | 6     |
| "Bathymetric controls on Pliocene North Atlantic and Arctic sea surface temperature and deepwater production"                                                                                                                                                                                                                                                        | 6     |
| "Analysis of heat transport mechanisms from a Late Miocene model experiment with a fully-coupled atmosphere-ocean general circulation model"                                                                                                                                                                                                                         | 7     |
| "Superficial distribution of aromatic compounds and geomicrobiology of sediments from Surui Mangrove, Guanabara Bay, RJ, Brazil"                                                                                                                                                                                                                                     | 7     |
| "Molecular and petrographic indicators of redox conditions and bacterial communities after the F/F mass extinction (Kowala, Holy Cross Mountains, Poland)"                                                                                                                                                                                                           | 6     |
| "Biological and water chemistry controls on Sr/Ca, Ba/Ca, Mg/Ca and d^1^8O profiles in freshwater pearl mussel Hyriopsis sp."                                                                                                                                                                                                                                        | 9     |
| "Soil Genesis and Development, Lesson 2: Weathering Processes of Rocks and Minerals"                                                                                                                                                                                                                                                                                 | 7     |
| "Paleoceanographic changes at the northern Tethyan margin during the Cenomanian-Turonian Oceanic Anoxic Event (OAE-2)"                                                                                                                                                                                                                                               | 6     |
| "The Paleocene-Eocene thermal maximum (PETM) in Svalbard - clay mineral and geochemical signals"                                                                                                                                                                                                                                                                     | 7     |
| "Climate and environment of a Pliocene warm world"                                                                                                                                                                                                                                                                                                                   | 6     |
| "Interannual climate variability in the Miocene: High resolution trace element and stable isotope ratios in giant clams"                                                                                                                                                                                                                                             | 6     |
| "Hesslandona angustata (Phosphatocopida, Crustacea) from the Upper Cambrian of western Hunan, South China, with comments on phosphatocopid phylogeny. (With 9 figures)"                                                                                                                                                                                              | 6     |
| "Applications des methodes d'imagerie en paleoanthropologie : apports en termes de preservation, gestion et developpement des collections"                                                                                                                                                                                                                           | 8     |
| "The New Role of Museums and New Trend of Contents for Exhibition in 21 Century"                                                                                                                                                                                                                                                                                     | 6     |
| "Changes in Glycosaminoglycan Synthesis and RPTB-β Expression in the Cortex and Hippocampus of Rats Due to Pilocarpine-induced Epilepsy"                                                                                                                                                                                                                             | 9     |
| "A large abelisauroid theropod dinosaur from the Early Cretaceous of Libya"                                                                                                                                                                                                                                                                                          | 7     |
| "Progressive palaeoenvironmental change during the Late Barremian-Early Aptian as prelude to Oceanic Anoxic Event 1a: Evidence from the Gorgo a Cerbara section (Umbria-Marche basin, central Italy)"                                                                                                                                                                | 8     |
| "The Awae-Ayos strike-slip shear zones (southern Cameroon): Geometry, kinematics and significance in the late Pan-African tectonics. (With 10 figures)"                                                                                                                                                                                                              | 6     |
| "Influence of accumulation of heaps of steel slag on the environment: determination of heavy metals content in the soils"                                                                                                                                                                                                                                            | 6     |
| "Coastal barrier dune construction during sea-level highstands in MIS 3 and 5a on Tottori coast-line, Japan"                                                                                                                                                                                                                                                         | 7     |
| "Net dextral slip, Neogene San Gregorio-Hosgri fault zone, coastal California: Geologic evidence and tectonic implications"                                                                                                                                                                                                                                          | 10    |
| "La biodiversite et l'evolution a la lumiere de la morphometrie : des patterns aux processus"                                                                                                                                                                                                                                                                        | 6     |
| "Collisional delamination in New Guinea: The geotectonics of subducting slab breakoff"                                                                                                                                                                                                                                                                               | 6     |
| "The impact of early smelting on the environment of Huoshiliang in Hexi Corridor, NW China, as recorded by fossil charcoal and chemical elements"                                                                                                                                                                                                                    | 6     |
| "The mid-Capitanian (Middle Permian) mass extinction and carbon isotope record of South China"                                                                                                                                                                                                                                                                       | 10    |
| "Cenozoic Climatic and Environmental Changes in Russia"                                                                                                                                                                                                                                                                                                              | 6     |
| "A baseline paleoecological study for the Santa Cruz Formation (late-early Miocene) at the Atlantic coast of Patagonia, Argentina"                                                                                                                                                                                                                                   | 10    |
| "Oligocene larger foraminifera from United Arab Emirates, Oman and Western Desert of Egypt"                                                                                                                                                                                                                                                                          | 6     |
| "First Mesozoic record of the stingray Myliobatis wurnoensis from Mali and a phylogenetic analysis of Myliobatidae incorporating dental characters"                                                                                                                                                                                                                  | 8     |
| "Paleoenvironmental conditions preceding the Messinian Salinity Crisis in the Central Mediterranean: Integrated data from the Upper Miocene Trave section (Italy)"                                                                                                                                                                                                   | 7     |
| "Soil Genesis and Development, Lesson 1: Rocks, Minerals, and Soils"                                                                                                                                                                                                                                                                                                 | 8     |
| "Mg/Ca and d^1^8O in the brackish shallow-water benthic foraminifer Ammonia 'beccarii'"                                                                                                                                                                                                                                                                              | 10    |
| "Remarks on Triploporella praturlonii Barattolo 1982 from the Lower Barremian of Southern Vercors (SE France). (With 7 figures and 1 table)"                                                                                                                                                                                                                         | 6     |
| "Stratigraphic succession, facies and depositional environment of Emsian reefal carbonates in the Ossa-Morena Zone (SW Spain). (With 6 figures)"                                                                                                                                                                                                                     | 7     |
| "Ostracod recovery after Permian-Triassic boundary mass-extinction: The south Tibet record"                                                                                                                                                                                                                                                                          | 7     |
| "Palaeoenvironmental studies in NW Iberia (Cantabrian range): Vegetation history and synthetic approach of the last deglaciation phases in the western Mediterranean"                                                                                                                                                                                                | 10    |
| "Marine sediments from southeastern Brazilian continental shelf: A 1200year record of upwelling productivity"                                                                                                                                                                                                                                                        | 6     |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
